"No.","Time","Source","Destination","Protocol","Length","Info"
"278","17.694612","192.168.1.19","54.255.187.139","DNS","492","Standard query 0x0a04[Malformed Packet]"
"280","17.697484","192.168.1.19","54.255.193.226","TCP","54","59005  >  80 [ACK] Seq=2335 Ack=586 Win=131328 Len=0"
"281","17.719445","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"282","17.726166","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"283","17.731256","54.255.187.139","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"284","17.765800","157.240.23.53","192.168.1.19","TLSv1.2","142","Application Data"
"285","17.775467","192.168.1.19","172.253.118.188","TCP","54","58632  >  5228 [ACK] Seq=1 Ack=2346 Win=512 Len=0"
"286","17.775935","192.168.1.19","4.186.13.244","TLSv1.2","104","Application Data"
"287","17.778081","192.168.1.19","157.240.23.53","TLSv1.2","126","Application Data"
"288","17.780191","157.240.23.53","192.168.1.19","TCP","56","443  >  49795 [ACK] Seq=347 Ack=300 Win=358 Len=0"
"289","17.781427","192.168.1.19","202.88.152.8","DNS","75","Standard query 0x14b4 A ssl.gstatic.com"
"290","17.781791","192.168.1.19","202.88.152.8","DNS","75","Standard query 0x8730 HTTPS ssl.gstatic.com"
"291","17.783235","202.88.152.8","192.168.1.19","DNS","202","Standard query response 0x14b4 A ssl.gstatic.com A 142.250.196.35 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.36.10"
"292","17.785670","202.88.152.8","192.168.1.19","DNS","132","Standard query response 0x8730 HTTPS ssl.gstatic.com SOA ns1.google.com"
"298","17.792530","4.186.13.244","192.168.1.19","TLSv1.2","93","Application Data"
"302","17.836713","192.168.1.19","4.186.13.244","TCP","54","49793  >  443 [ACK] Seq=51 Ack=40 Win=513 Len=0"
"305","17.836942","142.250.196.35","192.168.1.19","QUIC","346","Protected Payload (KP0)"
"306","17.836942","142.250.196.35","192.168.1.19","QUIC","986","Protected Payload (KP0)"
"307","17.836942","142.250.196.35","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"308","17.836942","142.250.196.35","192.168.1.19","QUIC","64","Protected Payload (KP0)"
"312","17.852380","142.250.196.35","192.168.1.19","QUIC","162","Protected Payload (KP0)"
"314","17.863334","142.250.196.35","192.168.1.19","QUIC","570","Protected Payload (KP0)"
"316","17.883470","142.250.196.35","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"317","17.979534","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"318","17.979645","192.168.1.19","142.250.71.14","UDP","316","53677  >  443 Len=274"
"319","17.984920","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"320","17.986205","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"321","17.986468","192.168.1.19","142.250.71.14","UDP","74","53677  >  443 Len=32"
"322","18.195488","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"323","18.198399","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"324","18.338424","192.168.1.19","157.240.23.53","TLSv1.2","123","Application Data"
"325","18.340402","157.240.23.53","192.168.1.19","TCP","56","443  >  49795 [ACK] Seq=347 Ack=369 Win=358 Len=0"
"326","18.365880","142.250.71.14","192.168.1.19","UDP","300","443  >  53677 Len=258"
"327","18.366052","142.250.71.14","192.168.1.19","UDP","1287","443  >  53677 Len=1245"
"328","18.366052","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"329","18.366052","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"330","18.366052","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"331","18.366052","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"332","18.366052","142.250.71.14","192.168.1.19","UDP","400","443  >  53677 Len=358"
"333","18.366488","192.168.1.19","142.250.71.14","UDP","76","53677  >  443 Len=34"
"334","18.367070","192.168.1.19","142.250.71.14","UDP","82","53677  >  443 Len=40"
"335","18.367279","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"336","18.367512","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"337","18.367705","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"338","18.367947","192.168.1.19","142.250.71.14","UDP","77","53677  >  443 Len=35"
"339","18.368209","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"340","18.370053","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"341","18.370053","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"342","18.370053","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"343","18.370053","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"344","18.370053","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"345","18.370053","142.250.71.14","192.168.1.19","UDP","395","443  >  53677 Len=353"
"346","18.370443","142.250.71.14","192.168.1.19","UDP","67","443  >  53677 Len=25"
"347","18.382597","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"348","18.542479","157.240.23.53","192.168.1.19","TLSv1.2","125","Application Data"
"349","18.583913","192.168.1.19","157.240.23.53","TCP","54","49795  >  443 [ACK] Seq=369 Ack=418 Win=512 Len=0"
"350","18.720390","172.253.118.188","192.168.1.19","TLSv1.2","389","Application Data"
"351","18.721443","192.168.1.19","172.253.118.188","TLSv1.2","90","Application Data"
"352","18.762017","172.253.118.188","192.168.1.19","TCP","54","5228  >  58632 [ACK] Seq=2681 Ack=37 Win=1046 Len=0"
"353","18.976240","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"354","18.976413","192.168.1.19","142.250.71.14","UDP","322","53677  >  443 Len=280"
"355","18.979757","142.250.71.14","192.168.1.19","UDP","73","443  >  53677 Len=31"
"356","18.989847","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"357","19.181161","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"358","19.186709","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"359","19.327989","142.250.71.14","192.168.1.19","UDP","1287","443  >  53677 Len=1245"
"360","19.327989","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"361","19.327989","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"362","19.327989","142.250.71.14","192.168.1.19","UDP","1292","443  >  53677 Len=1250"
"363","19.327989","142.250.71.14","192.168.1.19","UDP","543","443  >  53677 Len=501"
"364","19.327989","142.250.71.14","192.168.1.19","UDP","78","443  >  53677 Len=36"
"365","19.330066","192.168.1.19","142.250.71.14","UDP","80","53677  >  443 Len=38"
"366","19.337252","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"367","19.340590","142.250.71.14","192.168.1.19","UDP","200","443  >  53677 Len=158"
"368","19.347321","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"369","21.081748","192.168.1.19","54.212.198.181","TCP","55","58712  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"370","21.326985","54.212.198.181","192.168.1.19","TCP","66","443  >  58712 [ACK] Seq=1 Ack=2 Win=268 Len=0 SLE=1 SRE=2"
"372","22.082357","192.168.1.19","54.255.187.139","UDP","492","59841  >  1053 Len=1930"
"373","22.111972","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"374","22.116158","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"376","22.581015","192.168.1.19","54.179.212.40","UDP","492","59842  >  1053 Len=1930"
"377","22.832280","172.253.118.188","192.168.1.19","TLSv1.2","391","Application Data"
"378","22.877263","192.168.1.19","172.253.118.188","TCP","54","58632  >  5228 [ACK] Seq=37 Ack=3018 Win=510 Len=0"
"379","23.099861","192.168.1.19","142.250.71.14","UDP","1287","53677  >  443 Len=1245"
"380","23.100173","192.168.1.19","142.250.71.14","UDP","262","53677  >  443 Len=220"
"381","23.111106","142.250.71.14","192.168.1.19","UDP","72","443  >  53677 Len=30"
"382","23.125596","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"383","23.312804","192.168.1.19","142.250.71.14","UDP","71","53677  >  443 Len=29"
"384","23.317417","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"385","23.427093","142.250.71.14","192.168.1.19","UDP","1245","443  >  53677 Len=1203"
"386","23.428739","192.168.1.19","142.250.71.14","UDP","80","53677  >  443 Len=38"
"387","23.429057","142.250.71.14","192.168.1.19","UDP","94","443  >  53677 Len=52"
"388","23.432883","142.250.71.14","192.168.1.19","UDP","68","443  >  53677 Len=26"
"393","23.434486","192.168.1.19","142.250.71.14","UDP","75","53677  >  443 Len=33"
"403","23.475111","142.250.195.163","192.168.1.19","QUIC","342","Protected Payload (KP0)"
"404","23.475111","142.250.195.163","192.168.1.19","QUIC","992","Protected Payload (KP0)"
"405","23.475111","142.250.195.163","192.168.1.19","QUIC","69","Protected Payload (KP0)"
"406","23.475111","142.250.195.163","192.168.1.19","QUIC","66","Protected Payload (KP0)"
"411","23.485140","142.250.195.163","192.168.1.19","QUIC","162","Protected Payload (KP0)"
"412","23.485140","142.250.195.163","192.168.1.19","QUIC","71","Protected Payload (KP0)"
"415","23.514449","142.250.195.163","192.168.1.19","QUIC","636","Protected Payload (KP0)"
"416","23.514449","142.250.195.163","192.168.1.19","QUIC","63","Protected Payload (KP0)"
"419","23.515807","192.168.1.19","202.88.152.8","DNS","78","Standard query 0xa1f6 A e2c11.gcp.gvt2.com"
"420","23.516015","192.168.1.19","202.88.152.8","DNS","78","Standard query 0x7c61 HTTPS e2c11.gcp.gvt2.com"
"421","23.518385","202.88.152.8","192.168.1.19","DNS","205","Standard query response 0xa1f6 A e2c11.gcp.gvt2.com A 34.129.38.245 NS ns2.google.com NS ns4.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 A 216.239.36.10"
"422","23.518385","202.88.152.8","192.168.1.19","DNS","135","Standard query response 0x7c61 HTTPS e2c11.gcp.gvt2.com SOA ns1.google.com"
"423","23.519748","192.168.1.19","34.129.38.245","TCP","66","59006  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"424","23.543186","142.250.195.163","192.168.1.19","QUIC","66","Protected Payload (KP0)"
"426","23.639557","192.168.1.19","34.129.38.245","TCP","54","59006  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"427","23.641266","192.168.1.19","34.129.38.245","TCP","1506","59006  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=1452 [TCP PDU reassembled in 428]"
"428","23.641266","192.168.1.19","34.129.38.245","TLSv1.3","362","Client Hello (SNI=e2c11.gcp.gvt2.com)"
"429","23.654958","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0x2ec0bbc5"
"430","23.765175","zte_b3:68:ac","Broadcast","ARP","60","Who has 192.168.1.15? Tell 192.168.1.1"
"431","23.765175","34.129.38.245","192.168.1.19","TCP","54","443  >  59006 [ACK] Seq=1 Ack=1761 Win=67456 Len=0"
"434","23.765175","34.129.38.245","192.168.1.19","TCP","118","443  >  59006 [ACK] Seq=2841 Ack=1761 Win=67456 Len=64 [TCP PDU reassembled in 435]"
"435","23.765175","34.129.38.245","192.168.1.19","TLSv1.3","1474","Application Data"
"437","23.765314","192.168.1.19","34.129.38.245","TCP","54","59006  >  443 [ACK] Seq=1761 Ack=4730 Win=132096 Len=0"
"439","23.768516","192.168.1.19","34.129.38.245","TLSv1.3","146","Application Data"
"440","23.768761","192.168.1.19","34.129.38.245","TLSv1.3","276","Application Data"
"441","23.768858","192.168.1.19","34.129.38.245","TLSv1.3","354","Application Data"
"442","23.855209","104.18.36.252","192.168.1.19","TLSv1.2","78","Application Data"
"443","23.855822","192.168.1.19","104.18.36.252","TLSv1.2","82","Application Data"
"444","23.859984","104.18.36.252","192.168.1.19","TCP","54","443  >  58711 [ACK] Seq=49 Ack=57 Win=10 Len=0"
"445","23.887970","34.129.38.245","192.168.1.19","TCP","54","443  >  59006 [ACK] Seq=4730 Ack=2139 Win=67456 Len=0"
"446","23.890055","34.129.38.245","192.168.1.19","TLSv1.3","109","Application Data"
"447","23.890055","34.129.38.245","192.168.1.19","TLSv1.3","98","Application Data"
"448","23.890055","34.129.38.245","192.168.1.19","TLSv1.3","126","Application Data"
"449","23.890185","192.168.1.19","34.129.38.245","TCP","54","59006  >  443 [ACK] Seq=2439 Ack=4901 Win=131840 Len=0"
"450","23.890986","192.168.1.19","34.129.38.245","TLSv1.3","85","Application Data"
"451","23.891132","192.168.1.19","34.129.38.245","TLSv1.3","89","Application Data"
"452","24.009820","34.129.38.245","192.168.1.19","TCP","54","443  >  59006 [ACK] Seq=4901 Ack=2505 Win=68224 Len=0"
"453","24.578280","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0x2ec0bbc5"
"454","24.780900","fe80::1","ff02::1","ICMPv6","102","Router Advertisement from b8:dd:71:b3:68:ac"
"456","25.702824","0.0.0.0","255.255.255.255","DHCP","360","DHCP Request  - Transaction ID 0x2ec0bbc5"
"457","25.802076","54.169.5.36","192.168.1.19","TCP","54","[TCP Dup ACK 102#1] 80  >  57614 [ACK] Seq=1 Ack=1 Win=60 Len=0"
"458","25.802235","192.168.1.19","54.169.5.36","TCP","54","[TCP Dup ACK 103#1] 57614  >  80 [ACK] Seq=1 Ack=2 Win=514 Len=0"
"459","26.123549","192.168.1.19","4.213.25.242","TLSv1.2","97","Application Data"
"460","26.140785","4.213.25.242","192.168.1.19","TLSv1.2","228","Application Data"
"461","26.185326","192.168.1.19","4.213.25.242","TCP","54","57619  >  443 [ACK] Seq=44 Ack=175 Win=514 Len=0"
"462","26.522028","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"463","26.829178","XiaomiCommun_45:cc:c5","Broadcast","ARP","42","Who has 192.168.1.1? Tell 192.168.1.15"
"464","27.316423","142.250.182.46","192.168.1.19","UDP","78","443  >  58785 Len=36"
"465","27.317893","192.168.1.19","142.250.182.46","UDP","75","58785  >  443 Len=33"
"466","27.341203","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"467","27.526904","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"468","27.531583","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"470","27.591014","192.168.1.19","54.255.187.139","UDP","492","65290  >  1053 Len=1930"
"471","27.695799","4.224.95.102","192.168.1.19","TLSv1.2","1176","Application Data"
"472","27.745866","192.168.1.19","4.224.95.102","TCP","54","57616  >  443 [ACK] Seq=1 Ack=1123 Win=515 Len=0"
"473","27.746046","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"474","27.750521","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"475","27.811855","192.168.1.19","4.224.95.102","TLSv1.2","306","Application Data"
"476","27.870268","4.224.95.102","192.168.1.19","TCP","54","443  >  57616 [ACK] Seq=1123 Ack=253 Win=16384 Len=0"
"477","27.963528","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"478","27.967321","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"479","28.058423","192.168.1.25","192.168.1.255","NBNS","92","Name query NB DESKTOP-9CQD17A<1c>"
"480","28.181191","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"481","28.185024","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"483","28.186639","192.168.1.19","54.179.212.40","UDP","492","65291  >  1053 Len=1930"
"485","28.187102","192.168.1.19","54.179.212.40","DNS","492","Standard query 0x0a04[Malformed Packet]"
"486","28.187921","192.168.1.19","54.255.193.226","TCP","66","59007  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"487","28.188330","192.168.1.19","54.169.7.73","TCP","1506","57613  >  80 [ACK] Seq=3881 Ack=569 Win=512 Len=1452"
"489","28.191021","54.169.7.73","192.168.1.19","TCP","56","80  >  57613 [ACK] Seq=569 Ack=5821 Win=356 Len=0"
"491","28.228037","192.168.1.19","54.255.193.226","TCP","54","59007  >  80 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"493","28.228344","54.179.212.40","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"494","28.228455","192.168.1.19","54.255.193.226","TCP","1506","59007  >  80 [ACK] Seq=284 Ack=1 Win=132096 Len=1452 [TCP PDU reassembled in 495]"
"495","28.228455","192.168.1.19","54.255.193.226","HTTP","660","POST /cloudquery.php HTTP/1.1 "
"497","28.229121","192.168.1.19","54.179.212.40","DNS","492","Standard query 0x0a04[Malformed Packet]"
"498","28.230950","54.255.193.226","192.168.1.19","TCP","54","80  >  59007 [ACK] Seq=1 Ack=284 Win=30720 Len=0"
"499","28.231777","54.255.193.226","192.168.1.19","TCP","54","80  >  59007 [ACK] Seq=1 Ack=1736 Win=33280 Len=0"
"500","28.232638","54.255.193.226","192.168.1.19","TCP","54","80  >  59007 [ACK] Seq=1 Ack=2342 Win=36352 Len=0"
"502","28.269246","54.179.212.40","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"504","28.270970","192.168.1.19","54.255.187.139","DNS","492","Standard query 0x0a04[Malformed Packet]"
"505","28.273771","192.168.1.19","54.169.7.73","TCP","54","57613  >  80 [ACK] Seq=5821 Ack=853 Win=511 Len=0"
"506","28.274424","54.255.193.226","192.168.1.19","HTTP","638","HTTP/1.1 200 OK "
"508","28.308959","54.255.187.139","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"510","28.309866","192.168.1.19","54.255.187.139","DNS","492","Standard query 0x0a04[Malformed Packet]"
"511","28.314393","54.255.193.226","192.168.1.19","TCP","54","80  >  59007 [ACK] Seq=585 Ack=2343 Win=36352 Len=0"
"513","28.314493","192.168.1.19","54.255.193.226","TCP","54","59007  >  80 [ACK] Seq=2343 Ack=586 Win=131328 Len=0"
"514","28.348338","54.255.187.139","192.168.1.19","DNS","118","Standard query 0x0a04[Malformed Packet]"
"515","28.400583","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"516","28.405199","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"517","28.618034","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"518","28.622248","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"519","28.890710","34.129.38.245","192.168.1.19","TLSv1.3","93","Application Data"
"523","29.010933","192.168.1.19","34.129.38.245","TCP","54","[TCP Dup ACK 520#1] 59006  >  443 [ACK] Seq=2506 Ack=4940 Win=131840 Len=0"
"525","29.024083","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"526","29.028485","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"527","29.131846","34.129.38.245","192.168.1.19","TCP","54","443  >  59006 [RST] Seq=4940 Win=0 Len=0"
"528","29.837199","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"529","29.842437","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"530","31.457831","192.168.1.19","142.250.182.46","UDP","71","58785  >  443 Len=29"
"531","31.463360","142.250.182.46","192.168.1.19","UDP","68","443  >  58785 Len=26"
"532","32.322190","192.168.1.19","202.88.152.8","DNS","71","Standard query 0x2b07 A b1.nel.goog"
"533","32.322574","192.168.1.19","202.88.152.8","DNS","71","Standard query 0xcba8 HTTPS b1.nel.goog"
"534","32.323252","192.168.1.19","202.88.152.8","DNS","71","Standard query 0xa6b0 A b1.nel.goog"
"535","32.323542","192.168.1.19","202.88.152.8","DNS","71","Standard query 0xd919 HTTPS b1.nel.goog"
"536","32.324564","202.88.152.8","192.168.1.19","DNS","131","Standard query response 0xcba8 HTTPS b1.nel.goog SOA ns1.google.com"
"537","32.324564","202.88.152.8","192.168.1.19","DNS","201","Standard query response 0x2b07 A b1.nel.goog A 142.250.182.131 NS ns4.google.com NS ns3.google.com NS ns1.google.com NS ns2.google.com A 216.239.32.10 A 216.239.36.10"
"538","32.325508","202.88.152.8","192.168.1.19","DNS","131","Standard query response 0xd919 HTTPS b1.nel.goog SOA ns1.google.com"
"539","32.325508","202.88.152.8","192.168.1.19","DNS","201","Standard query response 0xa6b0 A b1.nel.goog A 142.250.182.131 NS ns4.google.com NS ns3.google.com NS ns1.google.com NS ns2.google.com A 216.239.32.10 A 216.239.36.10"
"561","32.362691","142.250.182.131","192.168.1.19","QUIC","344","Protected Payload (KP0)"
"562","32.362815","142.250.182.131","192.168.1.19","QUIC","978","Protected Payload (KP0)"
"563","32.362815","142.250.182.131","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"564","32.362944","142.250.182.131","192.168.1.19","QUIC","64","Protected Payload (KP0)"
"569","32.364479","142.250.182.131","192.168.1.19","QUIC","341","Protected Payload (KP0)"
"570","32.364904","142.250.182.131","192.168.1.19","QUIC","978","Protected Payload (KP0)"
"571","32.364904","142.250.182.131","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"572","32.364999","142.250.182.131","192.168.1.19","QUIC","64","Protected Payload (KP0)"
"575","32.365986","142.250.182.131","192.168.1.19","QUIC","162","Protected Payload (KP0)"
"578","32.371122","142.250.182.131","192.168.1.19","QUIC","162","Protected Payload (KP0)"
"580","32.464060","142.250.182.131","192.168.1.19","QUIC","1288","Protected Payload (KP0)"
"581","32.464060","142.250.182.131","192.168.1.19","QUIC","771","Protected Payload (KP0)"
"583","32.464614","142.250.182.131","192.168.1.19","QUIC","1288","Protected Payload (KP0)"
"584","32.464614","142.250.182.131","192.168.1.19","QUIC","770","Protected Payload (KP0)"
"588","32.465983","192.168.1.19","202.88.152.8","DNS","76","Standard query 0xeac6 A beacons.gvt2.com"
"589","32.466236","192.168.1.19","202.88.152.8","DNS","76","Standard query 0x5129 HTTPS beacons.gvt2.com"
"591","32.466965","142.250.182.131","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"592","32.466965","142.250.182.131","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"593","32.467842","142.250.182.131","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"594","32.468614","202.88.152.8","192.168.1.19","DNS","156","Standard query response 0x5129 HTTPS beacons.gvt2.com CNAME beacons6.gvt2.com SOA ns1.google.com"
"595","32.468614","202.88.152.8","192.168.1.19","DNS","203","Standard query response 0xeac6 A beacons.gvt2.com A 142.250.196.163 NS ns4.google.com NS ns1.google.com NS ns2.google.com NS ns3.google.com A 216.239.32.10 A 216.239.36.10"
"602","32.494126","142.250.182.131","192.168.1.19","QUIC","68","Protected Payload (KP0)"
"605","32.510899","142.250.196.163","192.168.1.19","QUIC","344","Protected Payload (KP0)"
"606","32.511029","142.250.196.163","192.168.1.19","QUIC","988","Protected Payload (KP0)"
"607","32.511029","142.250.196.163","192.168.1.19","QUIC","67","Protected Payload (KP0)"
"611","32.513647","142.250.196.163","192.168.1.19","QUIC","162","Protected Payload (KP0)"
